,address,sqm,sqm0,rooms,floor,info,price,more,views,additional,additional0,facilities,data-lat,data-lng,adddate,editdate,id
49," Yerevan, Center, Mashtots Ave ",Area 49 SQ. M.Room 2Floor/Storeys 2/4,,,,"2 bedrooms apartment for sale in Mashtots Ave, Center, Yerevan, 132545","276,000  / SQ. M. 5,633","Price (SQ. M.) 5,633Bathroom1Building typeStone Ceiling height3.2 MconditionNewly repaired ",307,"Furniture--Equipment--Open balcony--
","Heating--Internet--Hot water--Electricity--Air-conditioner--Gas--water 24/7--
","Heating--Internet--Hot water--Electricity--Air-conditioner--Gas--water 24/7--
",40.1785579,44.505349,Added in 05.04.2023 ,Edited in 16.04.2023 ,132545
50," Yerevan, Arabkir, Komitas Ave ",Area 85 SQ. M.Room 3Floor/Storeys 14/14,,,,"3 bedrooms apartment for sale in new construction in Komitas Ave, Arabkir, Yerevan, 130372","135,000  / SQ. M. 1,588","Price (SQ. M.) 1,588Bathroom1Building typeMonolit Ceiling height3 MconditionZero condition ",756,"Euro windows--Open balcony--Security system--Sunny--View--Roadside--Elevator--
","Electricity--Water--water 24/7--
","Electricity--Water--water 24/7--
",40.205847,44.5070381,Added in 07.03.2023 ,Edited in 07.03.2023 ,130372
51," Yerevan, Davtashen, Sasna Tsrer St ",Area 117 SQ. M.Room 3Floor/Storeys 5/17,,,,"3 bedrooms apartment for sale in new construction in Sasna Tsrer St, Davtashen, Yerevan, 125100","357,000  / SQ. M. 3,051","Price (SQ. M.) 3,051Bathroom2Building typeMonolit Ceiling height3 MconditionNewly repaired ",1685,"Furniture--Euro windows--Iron door--Open balcony--Tile--Laminate flooring--Sunny--View--Close to the bus station--Playground--Park--Elevator--
","Heating--Hot water--Electricity--Gas--Water--water 24/7--
","Heating--Hot water--Electricity--Gas--Water--water 24/7--
",40.2140353,44.4903019,Added in 05.09.2022 ,Edited in 23.02.2023 ,125100
52," Yerevan, Avan, Tsarav Aghbyur St ",Area 108 SQ. M.Room 4Floor/Storeys 12/14,,,,"4 bedrooms apartment for sale in new construction in Tsarav Aghbyur St, Avan, Yerevan, 132854","170,000  / SQ. M. 1,574","Price (SQ. M.) 1,574Bathroom2Building typeMonolit Ceiling height3.2 MconditionZero condition ",459,,,,40.183333,44.516667,Added in 22.04.2023 ,Edited in 22.04.2023 ,132854
53," Yerevan, Center, Baghramyan Ave (Kentron) ",Area 66 SQ. M.Room 2Floor/Storeys 4/4,,,,"2 bedrooms apartment for sale in Baghramyan Ave (Kentron), Center, Yerevan, 130081","185,000  / SQ. M. 2,803","Price (SQ. M.) 2,803Bathroom1Building typeStone Ceiling height3.2 MconditionNewly repaired ",664,"Furniture--Equipment--Iron door--Open balcony--Security system--Sunny--View--Bilateral--Roadside--Close to the bus station--Playground--Park--
","Heating--Hot water--Electricity--Gas--Water--water 24/7--
","Heating--Hot water--Electricity--Gas--Water--water 24/7--
",40.1911165,44.5047568,Added in 03.03.2023 ,Edited in 03.03.2023 ,130081
54," Yerevan, Nor Norq, Lvovyan St ",Area 141 SQ. M.Room 3Floor/Storeys 14/17,,,,"3 bedrooms apartment for rent in new construction in Lvovyan St, Nor Norq, Yerevan, 118000","1,500",Bathroom2Building typeMonolit Ceiling height3 MconditionNewly repaired ,2003,"Furniture--Equipment--Euro windows--Iron door--Open balcony--Tile--Parquet--Security system--Sunny--View--Roadside--Close to the bus station--Parking--Playground--Park--Elevator--
","Heating--Internet--Hot water--Electricity--Air-conditioner--Gas--Water--water 24/7--
","Heating--Internet--Hot water--Electricity--Air-conditioner--Gas--Water--water 24/7--
",40.2032572,44.5644188,Added in 16.01.2022 ,Edited in 16.01.2022 ,118000
55," Yerevan, Center, Mashtots Ave ",Area 105 SQ. M.Room 3Floor/Storeys 2/9,,,,"3 bedrooms apartment for rent in Mashtots Ave, Center, Yerevan, 10224","1,500",Bathroom1Building typeOther Ceiling height2.8 MconditionNewly repaired ,7761,"Furniture--Equipment--Euro windows--Open balcony--Tile--Laminate flooring--Sunny--
","Heating--Hot water--Electricity--Gas--Water--water 24/7--
","Heating--Hot water--Electricity--Gas--Water--water 24/7--
",40.183731,44.5111862,Added in 03.10.2015 ,Edited in 01.08.2019 ,10224
56," Yerevan, Center, Saryan St ",Area 60 SQ. M.Room 2Floor/Storeys 2/4,,,,"2 bedrooms apartment for sale in Saryan St, Center, Yerevan, 128893","260,000  / SQ. M. 4,333","Price (SQ. M.) 4,333Bathroom1Building typeStone Ceiling height3.2 MconditionNewly repaired ",869,"Furniture--Equipment--Euro windows--Iron door--Open balcony--Tile--Parquet--Sunny--View--Bilateral--Roadside--Close to the bus station--Parking--
","Heating--Internet--Hot water--Electricity--Air-conditioner--Gas--Water--water 24/7--
","Heating--Internet--Hot water--Electricity--Air-conditioner--Gas--Water--water 24/7--
",40.1844812,44.5059276,Added in 05.02.2023 ,Edited in 05.02.2023 ,128893
57," Yerevan, Center, Northern (Hyusisayin) Ave ",Area 65 SQ. M.Room 2Floor/Storeys 3/7,,,,"2 bedrooms apartment for rent in Northern (Hyusisayin) Ave, Center, Yerevan, 131778","1,400",Bathroom1Building typeMonolit Ceiling height3 MconditionNewly repaired ,253,"Furniture--Equipment--
","Heating--Internet--Hot water--Electricity--Gas--Water--water 24/7--
","Heating--Internet--Hot water--Electricity--Gas--Water--water 24/7--
",40.1835751,44.5145442,Added in 31.03.2023 ,Edited in 31.03.2023 ,131778
58," Yerevan, Center, Aram St ",Area 143 SQ. M.Room 3Floor/Storeys 5/15,,,,"3 bedrooms apartment for rent in new construction in Aram St, Center, Yerevan, 129135","2,400",Bathroom2Building typeMonolit Ceiling height3 MconditionNewly repaired ,742,,,,40.183333,44.516667,Added in 11.02.2023 ,Edited in 11.02.2023 ,129135
59," Yerevan, Center, Heratsi St ",Area 43 SQ. M.Room 2Floor/Storeys 5/5,,,,"2 bedrooms apartment for sale in Heratsi St, Center, Yerevan, 128072","105,000  / SQ. M. 2,442","Price (SQ. M.) 2,442Bathroom1Building typeStone Ceiling height2.8 MconditionNewly repaired ",1265,"Furniture--Open balcony--
","Heating--Gas--Hot water--
","Heating--Gas--Hot water--
",40.1917459,44.5304932,Added in 03.01.2023 ,Edited in 03.01.2023 ,128072
60," Yerevan, Center, Rostom St ",Area 89 SQ. M.Room 3Floor/Storeys 5/15,,,,"3 bedrooms apartment for sale in new construction in Rostom St, Center, Yerevan, 126354","235,000  / SQ. M. 2,640","Price (SQ. M.) 2,640Bathroom2Building typeMonolit Ceiling height3 MconditionNewly repaired ",1533,,,,40.1646517,44.5190558,Added in 03.11.2022 ,Edited in 09.12.2022 ,126354
61," Yerevan, Davtashen, Melqumov St ",Area 1000 SQ. M.Room 5Storeys 3,,,," for sale in Melqumov St, Davtashen, Yerevan, 118866","300,000  / SQ. M. 300",Home space411 SQ. M.Land area1000 SQ. M.Price (SQ. M.) 300Bathroom2Building typeStone Ceiling height3.2 MconditionNewly repaired ,3187,"View--Sunny--Heated floor--Tile--Euro windows--Basement--Open balcony--Equipment--
","Internet--Hot water--Heating--
","Internet--Hot water--Heating--
",40.2150101,44.4711609,Added in 11.02.2022 ,Edited in 31.03.2022 ,118866
62," Yerevan, Erebuni, Rostovyan St ",Area 289 SQ. M.Room 5Storeys 3,,,," house for rent in Rostovyan St, Erebuni, Yerevan, 122968","2,000",Home space189 SQ. M.Land area289 SQ. M.Bathroom2Building typeStone Ceiling height3 MconditionNewly repaired ,2303,,,,40.150581,44.5162853,Added in 23.06.2022 ,Edited in 21.03.2023 ,122968
63," Yerevan, Center, Northern (Hyusisayin) Ave ",Area 140 SQ. M.Room 3Floor/Storeys 5/8,,,,"3 bedrooms apartment for rent in Northern (Hyusisayin) Ave, Center, Yerevan, 45807","2,000",Bathroom2Building typeMonolit Ceiling height2.8 MconditionNewly repaired ,7714,"Furniture--Equipment--Euro windows--Parking--
","Gas--Heating--Hot water--Internet--Air-conditioner--Electricity--water 24/7--Water--
","Gas--Heating--Hot water--Internet--Air-conditioner--Electricity--water 24/7--Water--
",40.1820773,44.5146677,Added in 10.10.2017 ,Edited in 01.08.2020 ,45807
64," Yerevan, Davtashen, Davtashen 4 district ",Area 75 SQ. M.Room 3Floor/Storeys 5/9,,,,"3 bedrooms apartment for sale in new construction in Davtashen 4 district, Davtashen, Yerevan, 127761","143,000  / SQ. M. 1,907","Price (SQ. M.) 1,907Bathroom1Building typePanel Ceiling height2.8 MconditionNewly repaired ",968,"Furniture--Equipment--Open balcony--Laminate flooring--Sunny--View--Parking--Park--
","Heating--Internet--Hot water--Irrigation--Sewerage, Canalization--Electricity--Air-conditioner--Central heating--Gas--Water--water 24/7--
","Heating--Internet--Hot water--Irrigation--Sewerage, Canalization--Electricity--Air-conditioner--Central heating--Gas--Water--water 24/7--
",40.2254881,44.4946577,Added in 14.12.2022 ,Edited in 14.12.2022 ,127761
65," Yerevan, Center, Argishti St ",Area 47 SQ. M.Room 2Floor/Storeys 9/14,,,,"2 bedrooms apartment for sale in new construction in Argishti St, Center, Yerevan, 131395","115,000  / SQ. M. 2,447","Price (SQ. M.) 2,447Bathroom1Building typeMonolit Ceiling height2.8 MconditionGood ",745,"Furniture--Equipment--Euro windows--Open balcony--Tile--Laminate flooring--Sunny--Elevator--
","Heating--Hot water--Electricity--Air-conditioner--Gas--water 24/7--
","Heating--Hot water--Electricity--Air-conditioner--Gas--water 24/7--
",40.183333,44.516667,Added in 23.03.2023 ,Edited in 17.04.2023 ,131395
66," Yerevan, Center, Koghbatsi St ",Area 50 SQ. M.Room 3Floor/Storeys 9/9,,,,"3 bedrooms apartment for sale in Koghbatsi St, Center, Yerevan, 128680","275,000  / SQ. M. 5,500","Price (SQ. M.) 5,500Bathroom1Building typePanel Ceiling height2.8 MconditionNewly repaired ",791,"Furniture--Equipment--Euro windows--Tile--Laminate flooring--Sunny--View--Roadside--Close to the bus station--
","Heating--Internet--Hot water--Electricity--Air-conditioner--Gas--water 24/7--
","Heating--Internet--Hot water--Electricity--Air-conditioner--Gas--water 24/7--
",40.1832462,44.5132433,Added in 31.01.2023 ,Edited in 02.04.2023 ,128680
67," Yerevan, Davtashen, Mikoyan St ",Area 65 SQ. M.Room 2Floor/Storeys 3/15,,,,"2 bedrooms apartment for sale in new construction in Mikoyan St, Davtashen, Yerevan, 132760","179,000  / SQ. M. 2,754","Price (SQ. M.) 2,754Bathroom1Building typeMonolit Ceiling height3.2 MconditionNewly repaired ",241,"Euro windows--Iron door--Open balcony--Tile--Laminate flooring--Security system--Sunny--View--Roadside--Elevator--
","Heating--Electricity--Gas--
","Heating--Electricity--Gas--
",40.2195106,44.5005779,Added in 19.04.2023 ,Edited in 19.04.2023 ,132760
68," Yerevan, Qanaqer-Zeytun, Rubinyants St ",Area 52 SQ. M.Room 2Floor/Storeys 3/10,,,,"2 bedrooms apartment for sale in Rubinyants St, Qanaqer-Zeytun, Yerevan, 110109","95,000  / SQ. M. 1,827","Price (SQ. M.) 1,827Bathroom1Building typePanel Ceiling height2.8 MconditionGood ",896,"Furniture--Euro windows--Iron door--Balcony--Sunny--View--Roadside--Close to the bus station--Playground--Park--
","Heating--Electricity--Water--water 24/7--
","Heating--Electricity--Water--water 24/7--
",40.2000478,44.5417678,Added in 10.05.2021 ,Edited in 06.04.2023 ,110109
69," Yerevan, Center, Tsitsernakaberd Highway ",Area 161 SQ. M.Room 4Floor/Storeys 16/22,,,,"4 bedrooms apartment for sale in new construction in Tsitsernakaberd Highway, Center, Yerevan, 127911","455,000  / SQ. M. 2,826","Price (SQ. M.) 2,826Bathroom2Building typeMonolit Ceiling height3.2 MconditionNewly repaired ",1085,"Furniture--Equipment--Euro windows--Iron door--Open balcony--Parquet--Security system--View--Bilateral--Roadside--Parking--Elevator--
","Heating--Internet--Hot water--Electricity--Air-conditioner--Central heating--Water--water 24/7--
","Heating--Internet--Hot water--Electricity--Air-conditioner--Central heating--Water--water 24/7--
",40.1792398,44.4895783,Added in 21.12.2022 ,Edited in 21.12.2022 ,127911
70," Yerevan, Arabkir, Hr.Kochar St ",Area 84 SQ. M.Room 4Floor/Storeys 5/5,,,,"4 bedrooms apartment for sale in Hr.Kochar St, Arabkir, Yerevan, 125122","135,000  / SQ. M. 1,607","Price (SQ. M.) 1,607Bathroom1Building typeStone Ceiling height2.8 MconditionNewly repaired ",1615,,,,40.2012047,44.5014376,Added in 05.09.2022 ,Edited in 18.04.2023 ,125122
71," Yerevan, Shengavit, Exbayrutyan St ",Area 57 SQ. M.Room 2Floor/Storeys 3/5,,,,"2 bedrooms apartment for rent in Exbayrutyan St, Shengavit, Yerevan, 129857",462,Bathroom1Building typeStone Ceiling height2.8 MconditionGood ,951,"Furniture--Equipment--Euro windows--Open balcony--Tile--Parquet--Sunny--Close to the bus station--
","Internet--Hot water--Air-conditioner--Gas--
","Internet--Hot water--Air-conditioner--Gas--
",40.183333,44.516667,Added in 27.02.2023 ,Edited in 27.02.2023 ,129857
72," Yerevan, Avan, Paruyr Sevak dis. ",Area 400 SQ. M.Room 5Storeys 2,,,,"New build for sale in Paruyr Sevak dis., Avan, Yerevan, 124066","465,000  / SQ. M. 1,163","Home space200 SQ. M.Land area400 SQ. M.Price (SQ. M.) 1,163Bathroom3Building typeMonolit Ceiling height3 MconditionNewly repaired ",3014,"Furniture--Equipment--Euro windows--Tile--Laminate flooring--Sunny--Bilateral--Fence--
","Heating--Hot water--Electricity--Gas--Water--water 24/7--
","Heating--Hot water--Electricity--Gas--Water--water 24/7--
",40.2284324,44.5793688,Added in 16.07.2022 ,Edited in 16.07.2022 ,124066
73," Yerevan, Center, Mashtots Ave ",Area 72 SQ. M.Room 3Floor/Storeys 2/5,,,,"3 bedrooms apartment for rent in Mashtots Ave, Center, Yerevan, 133127","1,500",Bathroom2Building typeStone Ceiling height3.2 MconditionNewly repaired ,140,"Open balcony--Equipment--Furniture--
","Air-conditioner--Internet--Hot water--Gas--Heating--
","Air-conditioner--Internet--Hot water--Gas--Heating--
",40.1886913,44.5165263,Added in 27.04.2023 ,Edited in 27.04.2023 ,133127
74," Yerevan, Center, Hanrapetutyan St ",Area 67 SQ. M.Floor/Storeys 0/5,,,,"Commercial propertyfor rent in Hanrapetutyan St, Center, Yerevan, 132736","2,000",Into building67 SQ. M.Building typeStone Ceiling height2.8 MconditionNewly repaired ,202,"Furniture--Equipment--Euro windows--Basement--Roadside--Close to the bus station--
","Heating--Internet--Hot water--Electricity--Water--water 24/7--
","Heating--Internet--Hot water--Electricity--Water--water 24/7--
",40.17655297,44.51951732,Added in 20.04.2023 ,Edited in 20.04.2023 ,132736
75," Yerevan, Arabkir, Arabkir 17 St ",Area 79 SQ. M.Room 3Floor/Storeys 4/9,,,,"3 bedrooms apartment for sale in Arabkir 17 St, Arabkir, Yerevan, 132446","121,000  / SQ. M. 1,532","Price (SQ. M.) 1,532Bathroom1Building typePanel Ceiling height2.8 Mcondition Newly repaired ",268,"Euro windows--Iron door--Sunny--View--Close to the bus station--Elevator--
","Heating--Internet--Hot water--Sewerage, Canalization--Electricity--Gas--Water--water 24/7--
","Heating--Internet--Hot water--Sewerage, Canalization--Electricity--Gas--Water--water 24/7--
",40.2030533,44.5086782,Added in 12.04.2023 ,Edited in 12.04.2023 ,132446
76," Yerevan, Erebuni, Azatamartikner St ",Area 500 SQ. M.,,,,"Commercial propertyfor rent in Azatamartikner St, Erebuni, Yerevan, 129410","10,000",Building area (Out of building)800 SQ. M.Building typeOther Ceiling height2.8 MconditionGood ,683,,"Electricity--water 24/7--Water--
","Electricity--water 24/7--Water--
",40.1493423,44.5229168,Added in 17.02.2023 ,Edited in 17.02.2023 ,129410
77," Yerevan, Center, Tairov St ",Area 2218 SQ. M.Room 6Storeys 3,,,,"New build for sale in Tairov St, Center, Yerevan, 118399","1,500,000  / SQ. M. 676",Home space423 SQ. M.Land area2218 SQ. M.Price (SQ. M.) 676Bathroom2Building typeMonolit Ceiling height3 MconditionNewly repaired ,4504,"Furniture--Equipment--Euro windows--Grating --Tile--Parquet--Security system--Swimming pool--Sunny--Bilateral--Garage--Gate--Fence--
","Heating--Internet--Hot water--Electricity--Air-conditioner--Gas--Water--water 24/7--
","Heating--Internet--Hot water--Electricity--Air-conditioner--Gas--Water--water 24/7--
",40.183333,44.516667,Added in 27.01.2022 ,Edited in 27.01.2022 ,118399
78," Yerevan, Qanaqer-Zeytun, Azatutyan alley ",Area 95 SQ. M.Room 3Floor/Storeys 3/9,,,,"3 bedrooms apartment for rent in Azatutyan alley, Qanaqer-Zeytun, Yerevan, 131972","1,000",Bathroom1Building typeMonolit Ceiling height2.8 MconditionGood ,303,"Furniture--Euro windows--Iron door--Open balcony--Parquet--Close to the bus station--Park--Elevator--
","Heating--Hot water--Sewerage, Canalization--Electricity--Air-conditioner--Gas--Water--water 24/7--
","Heating--Hot water--Sewerage, Canalization--Electricity--Air-conditioner--Gas--Water--water 24/7--
",40.183333,44.516667,Added in 04.04.2023 ,Edited in 04.04.2023 ,131972
79," Yerevan, Center, Mashtots Ave ",Area 41 SQ. M.Room 1Floor/Storeys 5/5,,,,"1 bedrooms apartment for sale in Mashtots Ave, Center, Yerevan, 124735","145,000  / SQ. M. 3,537","Price (SQ. M.) 3,537Bathroom1Building typeStone Ceiling height2.6 MconditionGood ",1576,,,,40.1830977,44.510417,Added in 17.08.2022 ,Edited in 13.04.2023 ,124735
80," Yerevan, Center, Argishti St ",Area 124 SQ. M.Room 4Floor/Storeys 6/14,,,,"4 bedrooms apartment for rent in new construction in Argishti St, Center, Yerevan, 133121","2,000",Bathroom2Building typeMonolit Ceiling height3 MconditionNewly repaired ,119,,,,40.183333,44.516667,Added in 27.04.2023 ,Edited in 27.04.2023 ,133121
81," Yerevan, Davtashen, Sasna Tsrer St ",Area 112 SQ. M.Room 3Floor/Storeys 8/14,,,,"3 bedrooms apartment for sale in new construction in Sasna Tsrer St, Davtashen, Yerevan, 122990","305,000  / SQ. M. 2,723","Price (SQ. M.) 2,723Bathroom2Building typeMonolit Ceiling height3 MconditionNewly repaired ",2226,"Furniture--Equipment--Euro windows--Iron door--Open balcony--Tile--Laminate flooring--Sunny--View--Close to the bus station--Playground--Park--Elevator--
","Heating--Hot water--Electricity--Gas--Water--water 24/7--
","Heating--Hot water--Electricity--Gas--Water--water 24/7--
",40.2140353,44.4903019,Added in 23.06.2022 ,Edited in 23.11.2022 ,122990
82," Vayots Dzor, Yeghegnadzor, Arpi ",Area 900 SQ. M.Room 4Storeys 2,,,," for sale in Arpi, Yeghegnadzor, Vayots Dzor, 109944",on request ,Home space200 SQ. M.Land area900 SQ. M.Price (SQ. M.)on requestBathroom1Building typeStone Ceiling height3 MconditionGood ,2332,"Furniture--Equipment--Open balcony--Storage room--Basement--Sunny--View--Roadside--Garage--Gate--
","Internet--Hot water--Irrigation--Sewerage, Canalization--Electricity--Water--water 24/7--
","Internet--Hot water--Irrigation--Sewerage, Canalization--Electricity--Water--water 24/7--
",39.72342899,45.18661844,Added in 06.05.2021 ,Edited in 06.05.2021 ,109944
83," Yerevan, Center, Aram St ",Area 345 SQ. M.Room 7+Floor/Storeys 7/15,,,,"7 bedrooms apartment for sale in new construction in Aram St, Center, Yerevan, 129889","1,600,000  / SQ. M. 4,638","Price (SQ. M.) 4,638Bathroom5+Building typeMonolit Ceiling height3 MconditionNewly repaired ",1223,"Furniture--Equipment--Open balcony--Sunny--View--Close to the bus station--Elevator--
","Heating--Internet--Hot water--Electricity--Air-conditioner--Gas--Water--water 24/7--
","Heating--Internet--Hot water--Electricity--Air-conditioner--Gas--Water--water 24/7--
",40.183333,44.516667,Added in 27.02.2023 ,Edited in 27.02.2023 ,129889
